frequencia,palabra,uso,definición,ejemplo
3092,asesino,nm,"killer, assassin",el asesino posee ahora el relato de la muertede su víctima
3093,rito,nm,"rite, ritual",el rito de las iglesias orientales ha utilizadodiversas lenguas vernáculas
3094,atractivo,nm,"attraction, charm",la selección puede favorecer el atractivo sexual por su propio bien
3095,callado,adj,"quiet, reserved","se quedó callado, no me contestó nada"
3096,frustración,nf,frustration,me queda la frustración de nunca haber sidoCampeón del Mundo
3097,flexible,adj,flexible,"por encima de 20 ºC se vuelve blando, flexibley translúcido"
3098,cemento,nm,"cement, concrete",otros tipos de cemento se endurecen alreaccionar con el oxígeno
3099,catástrofe,nf,catastrophe,esa tremenda catástrofe cultural que fue laGuerra Grande
3100,dulce,nm,"candy, sweets",antes de enfermarse era así de gorda; losdulces le encantaban
3101,recuperación,nf,"recovery, recuperation",su milagrosa recuperación después de largasenfermedades
3102,localizar,v,"to locate, find, localize",para localizar el lugar del misteriosoencuentro
3103,mediano,adj,"average, medium, ordinary","aplicando acciones concretas de corto,mediano y largo plazo"
3104,almuerzo,nm,lunch,"después a las doce un almuerzo muy bueno,"
3105,pacífico,adj,peaceful,es un tipo pacífico y razonable
3106,uña,nf,"nail, fingernail, toenail","me afilo las uñas, me lustro los dientes, meperfumo el aliento"
3107,contradictorio,adj,contradictory,las dos cuestiones son totalmente contradictorias 
3108,excepto,prep,except (for),"no sabía nadie, excepto ella"
3109,herir,v,"to wound, hurt","puedo de nuevo matar y robar, herir o estafara alguien"
3110,costo,nm,"price, cost, expense",el costo de la vivienda social en Colombia esaltísimo
3111,manifiesto,nm,poner de manifiesto: to show,pone de manifiesto una cosa que es clara
3112,mortal,adj,"mortal, lethal, deadly","por practicar la vendetta, una enemistadmortal entre familias"
3113,repetición,nf,repetition,son una repetición de todo pero no escreación
3114,patrimonio,nm,"patrimony, inheritance","¡patrimonio nacional, tesoro artístico, joyaimperecedera!"
3115,solemne,adj,solemn,luego fue rezada una solemne misa en laiglesia
3116,estatua,nf,statue,Miguel Ángel esculpió una estatua de David
3117,decadencia,nf,"decline, decay",y luego el desorden de los espíritus; ladecadencia de la moral cívica
3118,mudo,adj,"mute, silent",me paraliza y me deja mudo en su presencia
3119,precipitar,v,"to plunge, hurl, rush",se precipitó al océano Pacífico unas horasdespués de su lanzamiento
3120,sorprendido,adj,surprised,estaba sorprendido de su amabilidad yconfianza
3121,excluir,v,"to exclude, reject",mas el perdón no siempre excluye castigosejemplares
3122,enfermero,nm/f,nurse,tal vez allí encuentre algún médico oenfermero español
3123,psicológico,adj,psychological,el niño tenía muy pocos estímulos psicológicos y sensoriales
3124,adorar,v,"to worship, adore",el rezar es una forma de adorar a los dioses
3125,aficionado,nm,"fan, devotee",se ha convertido en la «niña bonita» de losaficionados a la ópera
3126,preferible,adj,preferable ,¿no es preferible aliarse con él?
3127,célebre,adj,"famous, renowned",organizaba todos los años un célebre concursode cuentos
3128,agujero,nm,"hole, opening","había un agujero en la capa de ozono, situadosobre el antártico"
3129,beneficiar,v,to benefit,el aire marino benefició la salud de mihermano
3130,arroz,nm,rice,en Japón el arroz constituye la base de laalimentación
3131,valiente,adj,"brave, courageous, bold",la gente valiente supera el miedo que siente
3132,delicioso,adj,"delicious, delightful, charming",prepararon un nuevo plato delicioso 
3133,potente,adj,"potent, powerful",es un auto potente con una velocidadimpresionante
3134,cerveza,nf,"beer, ale",mientras bebía una cerveza en la mesa de miamigo
3135,escasez,nf,"scarcity, shortage","por una alimentación inadecuada, por unaescasez de fibras en la dieta"
3136,ministerio,nm,ministry,es un libro aprobado por el Ministerio deEducación
3137,vuestro,adj,your (pl/+fam),"yo os haré mi pueblo y seré vuestro Dios (Éx. 6,7)"
3138,notorio,adj,"notorious, noticeable",relaciones extraconyugales ilícitas conescándalo público notorio 
3139,transición,nf,transition,un momento de transición política en que los actores políticos cambian
3140,sexto,adj,sixth,comprendía desde el primer grado hasta sexto grado
3141,despreciar,v,"to despise, scorn",las mujeres feas no tienen derecho adespreciar a los hombres
3142,negativa,nf,"negative, denial","la negativa, la duda, la espera, la tentación"
3143,falda,nf,skirt,con la falda a la altura de las rodillas
3144,improvisar,v,to improvise,se pusieron a improvisar frente al micrófono
3145,emerger,v,"to emerge, surface","desde el fondo del pasillo, empezó a emergerde pronto"
3146,clavar,v,to nail,va a clavar su estandarte en lo alto de nuestratrinchera
3147,cantante,nc,singer,los cantantes estuvieron espléndidos y laorquesta también
3148,constancia,nf,perseverance,seguiremos con constancia hasta que lologremos
3149,electrónico,adj,electronic,lo había recibido por correo electrónico y porteléfono
3150,anillo,nm,(finger) ring,lleva un solo anillo de plata vieja en el índice
3151,balance,nm,"outcome, balance",en la semifinal considero que el balancepuede terminar siendo positivo
3152,entendimiento,nm,understanding,Hegel afirmó haber encontrado unentendimiento racional de la humanidad
3153,volcar,v,"to turn/knock over, empty",volcó el contenido del tacho de comida en la tierra
3154,quieto,adj,"still, motionless, calm","está dormido, quieto y callado"
3155,transcurso,nm,"passing, course, lapse",dos personajes que el transcurso del tiempoha convertido en uno solo
3156,barrer,v,"sweep, clean out",agarra una escoba chiquita y se pone a barrer 
3157,desayuno,nm,breakfast,esta mañana quiere el desayuno en la cama
3158,alfombra,nf,"rug, carpet, mat",despliega la alfombra sobre el suelo
3159,historiador,nm/f,historian,el historiador es un científico social
3160,rogar,v,"to implore, pray, ask",quisiera rogarle que nos preste su valiosaayuda
3161,pálido,adj,"pale, ghastly, faded","un hombre pálido, un misterioso ángel desombra"
3162,programar,v,"to plan, program",vamos muy bien en los tiempos que noshemos programado
3163,animado,adj,"excited, lively",ese rostro estaba animado de una pasión feroz
3164,chileno,adj,Chilean,"tomas un argentino, un chileno y uncolombiano, un venezolano . . ."
3165,ficción,nf,fiction,¿hay diferencias entre la ficción y la realidad?
3166,ensayar,v,to test,ya tengo pensado otro sistema nuevo que voya ensayar mañana
3167,materno,adj,maternal,utilizó los apellidos paterno y materno parafirmar sus obras
3168,jugador,nm,"player, gambler",pero los jugadores de rugby no se dan porvencidos
3169,cartel,nm,poster,M. señala el cartel de «No entrar»
3170,desconfianza,nf,distrust,"la inseguridad, la desconfianza, la duda, el miedo"
3171,respiración,nf,"respiration, breath",¿qué hace Clara? Su respiración es rítmica.¿Dormirá?
3172,votar,v,to vote,habla de la voluntad para ir a votar en laselecciones
3173,caña,nf,"cane, reed",como la caña del bambú que crece siemprehacia arriba
3174,aislar,v,"to isolate, insulate",mantendrá la política de aislar económicamente a Cuba
3175,soltero,adj,"single, not married",cuando era soltero le gustaba salir con chicas
3176,prisionero,nm,prisoner,los prisioneros son conducidos a prisión enrígido desfile
3177,turista,nc,tourist,me hospedé como un turista en un pequeñohotel de la playa
3178,abundancia,nf,abundance,"hablan de prosperidad, de abundancia, dereconstrucción"
3179,rodar,v,"to roll, run, scatter",las lágrimas siguieron rodando sobre susmejillas
3180,asistente,nc,assistant,aquí no hay un director principal y tresasistentes; aquí todos somos lo mismo
3181,vinculado,adj,connected,se sentía vinculado a los cuatro amigos por unmismo cariño
3182,queso,nm,cheese,"las industrias lácteas, la producción de quesoy otros productos"
3183,arriesgar,v,"to risk, venture",decidido a arriesgar todo con tal de salvar a mi amada
3184,indicio,nm,"indication, sign","ninguna puerta abierta, ningún sonido,ningún indicio de vida"
3185,colgado,adj,hanging,provenía del crucifijo colgado de la cabecera
3186,bautizar,v,"to baptize, christen","su misión es decir misa, bautizar a losmuchachos"
3187,cerro,nm,hill,"el Partenón está erigido en una especie depequeño cerro, una pequeña montaña"
3188,desatar,v,"to untie, unleash, spark off",quiere desatar lo que Dios ha unido
3189,alentar,v,to encourage,era capaz de inspirar y alentar una ambiciónde grandeza
3190,descargar,v,"to unleash, unload",se calló porque no tenía sentido descargar sufuria
3191,galería,nf,"gallery, balcony",asistimos a la galería del teatro municipal
3192,engaño,nm,"deceit, falsehood, hoax","esa infernal maquinaria de la mentira, del engaño y de la desinformación"
3193,enamorar,v,to fall in love,jamás me imaginé que me iba a enamorartanto de un hombre
3194,geográfico,adj,geographical,está ubicada en el centro geográfico de laregión
3195,continuidad,nf,continuity,la realidad del instante ancla en la continuidaddel tiempo
3196,receta,nf,"recipe, prescription",voy a leer esa receta para el pastel de papa
3197,conveniencia,nf,"convenience, usefulness",a veces modifican sus reglas sólo porconveniencia 
3198,reemplazar,v,to replace,y afirmaba que nada podía reemplazar alverdadero charol
3199,carencia,nf,"lack, shortage",hay falta de interés político y carencia deidealismo
3200,cerdo,nm,"pig, sow, slob","acompañan diversos platos de pollos, gallinas,cerdos y cordero"
3201,soplar,v,to blow (wind),quince días de soplar un viento norteasfixiante
3202,frágil,adj,"fragile, weak",la fuerza de la tormenta no respetó el frágilrefugio del poncho
3203,empeño,nm,"insistence, determination",el maestro ponía especial empeño en que susalumnos leyeran
3204,agresión,nf,"aggression, attack",ante la nueva agresión japonesa contra Chinaen el siguiente año
3205,fortaleza,nf,"fortress, strength",el sitio la convirtió en una fortaleza impenetrable
3206,seriamente,adv,seriously,voy a hablar seriamente con ella
3207,balcón,nm,balcony,la señora se subió al balcón y trató de matarse
3208,observador,nm,observer,pero hay una realidad que cualquierobservador conoce
3209,ridículo,adj,"ridiculous, absurd",a veces corremos el riesgo de meternos enalgo ridículo 
3210,renta,nf,income,"un contrato, garantizándole una renta de 4000francos mensuales"
3211,justificación,nf,justification,"carece de justificación, carece de explicación,carece de fundamento"
3212,enfrentamiento,nm,confrontation,se produce a través de un enfrentamiento conel enemigo más próximo
3213,junta,nf,"meeting, conference, seam",el jefe había convocado a una junta con sushombres de confianza
3214,irregular,adj,irregular,"un recorrido irregular, con curvas periódicasen sus trayectorias"
3215,trayectoria,nf,"trajectory, path","desde el triunfo, la trayectoria larguísima,hasta la retirada en plenitud"
3216,genial,adj,"brilliant, inspired","maravilloso, genial, ¡GENIAAAL! - exclamaba"
3217,indiferencia,nf,indifference,C. la miró con la indiferencia superior deveterano
3218,taza,nf,"cup, bowl",vino a ofrecerme una taza de té
3219,vínculo,nm,"tie, bond, link",los vínculos étnicos entre ambos pueblos sonfuertes
3220,cuaderno,nm,"notebook, workbook",después me pasó el cuaderno de registros yfirmé en él
3221,gracioso,adj,"funny, charming, amusing",era gracioso porque les gustaba oírme y sereían
3222,regir,v,"to rule, govern, manage",los padres deben regir los pormenores de sufamilia
3223,intermedio,adj,"interim, intermediate",plantea un enorme rango de solucionesintermedias
3224,bañar,v,"to bathe, take a bath","si hoy me pudiera bañar en el mar, sabríanadar"
3225,temporal,adj,temporary,que esto sea una etapa puramente temporal y transitoria
3226,rozar,v,to touch (lightly),sentí sus brazos colgarse del aire y rozar mipelo
3227,pánico,nm,panic,"con pánico lo busqué, por supuesto, ¡noestaba!"
3228,distinguido,adj,distinguished,andaba con una señora de aspecto biendistinguido 
3229,cañón,nm,"canyon, cannon",de morterazos de cañón y de bombardeos de aviación
3230,dudoso,adj,"doubtful, dubious",de las ventas inciertas y transacciones dudosas 
3231,pollo,nm,chicken,"en Cuba se usa mucho la sopa de pollo, y lasopa de res"
3232,lamentable,adj,regrettable,ha existido una lamentable confusión
3233,trascendencia,nf,"transcendent nature,significance",su trascendencia artística es indudable
3234,remitir,v,to remit,ha de remitir información al Congreso
3235,interminable,adj,"endless, interminable",la cola interminable me puso de mal humor
3236,corrupción,nf,corruption,generan la televisión y el cine y la corrupciónen general
3237,confesión,nf,"confession, admission","no era indispensable promesa, ni confesión de amor"
3238,corbata,nf,"tie, sash",la vestimenta no es su fuerte: camisa ycorbata no armonizan entre sí
3239,macho,nm,"male, manliness",permitiría escoger a los machos entre un gran número de hembras
3240,disolver,v,to dissolve,la cosa se disolvió en agua
3241,secuencia,nf,sequence,para la determinación de la secuencia de DNAdel genoma del hombre
3242,cáncer,nm,cancer,temen morir de un cáncer o de un tumorcerebral
3243,velar,v,to watch over,"como padre, yo velaba por sus vidas"
3244,archivo,nm,"archive, file, filing cabinet",el perverso documento se conserva en elArchivo Nacional
